query_name,query_id,query_uri,severity,platform,cwe,cloud_provider,category,description_id,description,cis_description_id,cis_description_title,cis_description_text,file_name,similarity_id,line,issue_type,search_key,search_line,search_value,expected_value,actual_value
Healthcheck Not Set,698ed579-b239-4f8f-a388-baa4bcb13ef8,https://docs.docker.com/compose/compose-file/compose-file-v3/#healthcheck,MEDIUM,DockerCompose,,,Availability,449b7c5c,Check containers periodically to see if they are running properly.,,,,../../path/boilerplates/docker-compose/duplicati/docker-compose.yaml,8e6fa8d9d1b3d40ecf0e471606ceb7528d9c376ae422925c2271d52851a27ee7,3,MissingAttribute,services.duplicati,3,,Healthcheck should be defined.,Healthcheck is not defined.
Healthcheck Not Set,698ed579-b239-4f8f-a388-baa4bcb13ef8,https://docs.docker.com/compose/compose-file/compose-file-v3/#healthcheck,MEDIUM,DockerCompose,,,Availability,449b7c5c,Check containers periodically to see if they are running properly.,,,,../../path/boilerplates/docker-compose/nvidiasmi/docker-compose.yaml,c17afcc8a16e226472cccbee5b4e60146554d27afffc0d02fa1696cc9707ffa1,3,MissingAttribute,services.nvidia_smi_exporter,3,,Healthcheck should be defined.,Healthcheck is not defined.
Healthcheck Not Set,698ed579-b239-4f8f-a388-baa4bcb13ef8,https://docs.docker.com/compose/compose-file/compose-file-v3/#healthcheck,MEDIUM,DockerCompose,,,Availability,449b7c5c,Check containers periodically to see if they are running properly.,,,,../../path/boilerplates/docker-compose/authentik/docker-compose.yaml,1bde3185d401eb0f0fdd19b8f001d017997e328321290078017401a6c6f0a17b,67,MissingAttribute,services.worker,67,,Healthcheck should be defined.,Healthcheck is not defined.
Healthcheck Not Set,698ed579-b239-4f8f-a388-baa4bcb13ef8,https://docs.docker.com/compose/compose-file/compose-file-v3/#healthcheck,MEDIUM,DockerCompose,,,Availability,449b7c5c,Check containers periodically to see if they are running properly.,,,,../../path/boilerplates/docker-compose/portainer/docker-compose.yaml,04d807f7e78f742c98b86548f1eb07d25249bdf68230f5e9bbafe01bf224f881,6,MissingAttribute,services.app,6,,Healthcheck should be defined.,Healthcheck is not defined.
Healthcheck Not Set,698ed579-b239-4f8f-a388-baa4bcb13ef8,https://docs.docker.com/compose/compose-file/compose-file-v3/#healthcheck,MEDIUM,DockerCompose,,,Availability,449b7c5c,Check containers periodically to see if they are running properly.,,,,../../path/boilerplates/docker-compose/cadvisor/docker-compose.yaml,49ab99398f46e9c35d51b5face5672ee1a905afeea9e38da62d079fa5ddf0194,3,MissingAttribute,services.cadvisor,3,,Healthcheck should be defined.,Healthcheck is not defined.
Healthcheck Not Set,698ed579-b239-4f8f-a388-baa4bcb13ef8,https://docs.docker.com/compose/compose-file/compose-file-v3/#healthcheck,MEDIUM,DockerCompose,,,Availability,449b7c5c,Check containers periodically to see if they are running properly.,,,,../../path/boilerplates/docker-compose/swag/docker-compose.yaml,385a59dabe9f6c92ddd30cd6ddc0bf8be3ccc53d01a647ac6d51e97e38546fc5,17,MissingAttribute,services.swag,17,,Healthcheck should be defined.,Healthcheck is not defined.
Healthcheck Not Set,698ed579-b239-4f8f-a388-baa4bcb13ef8,https://docs.docker.com/compose/compose-file/compose-file-v3/#healthcheck,MEDIUM,DockerCompose,,,Availability,449b7c5c,Check containers periodically to see if they are running properly.,,,,../../path/boilerplates/docker-compose/passbolt/docker-compose.yaml,34fdb8f2757458c6b275042522155390355ee79687020d67a58748c7af4487f5,7,MissingAttribute,services.passbolt-db,7,,Healthcheck should be defined.,Healthcheck is not defined.
Healthcheck Not Set,698ed579-b239-4f8f-a388-baa4bcb13ef8,https://docs.docker.com/compose/compose-file/compose-file-v3/#healthcheck,MEDIUM,DockerCompose,,,Availability,449b7c5c,Check containers periodically to see if they are running properly.,,,,../../path/boilerplates/docker-compose/portainer-agent/docker-compose.yaml,c6d3c1fad66c05be0799d336f6496b7bf622bd2ac2de13392a4af15f793a2e60,3,MissingAttribute,services.app,3,,Healthcheck should be defined.,Healthcheck is not defined.
Healthcheck Not Set,698ed579-b239-4f8f-a388-baa4bcb13ef8,https://docs.docker.com/compose/compose-file/compose-file-v3/#healthcheck,MEDIUM,DockerCompose,,,Availability,449b7c5c,Check containers periodically to see if they are running properly.,,,,../../path/boilerplates/docker-compose/factory/runner-pool/docker-compose.yaml,6490890bd8a5f8bb1d401166ee1062921c30c75de4f491760f6c7098db927a7b,3,MissingAttribute,services.refactr-runner,3,,Healthcheck should be defined.,Healthcheck is not defined.
Healthcheck Not Set,698ed579-b239-4f8f-a388-baa4bcb13ef8,https://docs.docker.com/compose/compose-file/compose-file-v3/#healthcheck,MEDIUM,DockerCompose,,,Availability,449b7c5c,Check containers periodically to see if they are running properly.,,,,../../path/boilerplates/docker-compose/traefik/docker-compose.yaml,a8f322dc5ac46acdd6f4a9b6ca5469e6e75b438085038c667b59cf5a7381af81,7,MissingAttribute,services.traefik,7,,Healthcheck should be defined.,Healthcheck is not defined.
Healthcheck Not Set,698ed579-b239-4f8f-a388-baa4bcb13ef8,https://docs.docker.com/compose/compose-file/compose-file-v3/#healthcheck,MEDIUM,DockerCompose,,,Availability,449b7c5c,Check containers periodically to see if they are running properly.,,,,../../path/boilerplates/docker-compose/influxdb/docker-compose.yaml,84cf2e82e681453a7dde849b04c36f0b4555dc3d94cbc298d4e62f7819fdae8d,9,MissingAttribute,services.influxdb,9,,Healthcheck should be defined.,Healthcheck is not defined.
Healthcheck Not Set,698ed579-b239-4f8f-a388-baa4bcb13ef8,https://docs.docker.com/compose/compose-file/compose-file-v3/#healthcheck,MEDIUM,DockerCompose,,,Availability,449b7c5c,Check containers periodically to see if they are running properly.,,,,../../path/boilerplates/docker-compose/passbolt/docker-compose.yaml,06eb29600efeaee9eb12bd4167c21fce453119ae9bcfbd7a3ea37f1bedbe885d,18,MissingAttribute,services.passbolt,18,,Healthcheck should be defined.,Healthcheck is not defined.
Healthcheck Not Set,698ed579-b239-4f8f-a388-baa4bcb13ef8,https://docs.docker.com/compose/compose-file/compose-file-v3/#healthcheck,MEDIUM,DockerCompose,,,Availability,449b7c5c,Check containers periodically to see if they are running properly.,,,,../../path/boilerplates/docker-compose/mariadb/docker-compose.yaml,e58b56712f02727d3cc80ac4a96090af942360583b0e65525e17663c488685b3,9,MissingAttribute,services.mariadb,9,,Healthcheck should be defined.,Healthcheck is not defined.
Healthcheck Not Set,698ed579-b239-4f8f-a388-baa4bcb13ef8,https://docs.docker.com/compose/compose-file/compose-file-v3/#healthcheck,MEDIUM,DockerCompose,,,Availability,449b7c5c,Check containers periodically to see if they are running properly.,,,,../../path/boilerplates/docker-compose/teleport/docker-compose.yaml,c1c82c9e2b5eb13beb39d28b78c035f1df9628df3b3f5deae463dcb81d9513c2,7,MissingAttribute,services.teleport,7,,Healthcheck should be defined.,Healthcheck is not defined.
Healthcheck Not Set,698ed579-b239-4f8f-a388-baa4bcb13ef8,https://docs.docker.com/compose/compose-file/compose-file-v3/#healthcheck,MEDIUM,DockerCompose,,,Availability,449b7c5c,Check containers periodically to see if they are running properly.,,,,../../path/boilerplates/docker-compose/authentik/docker-compose.yaml,65dae2d753ed5f7e8da1b7868e646e09835608d7a80bc2fca86ea16a16861648,33,MissingAttribute,services.server,33,,Healthcheck should be defined.,Healthcheck is not defined.
Healthcheck Not Set,698ed579-b239-4f8f-a388-baa4bcb13ef8,https://docs.docker.com/compose/compose-file/compose-file-v3/#healthcheck,MEDIUM,DockerCompose,,,Availability,449b7c5c,Check containers periodically to see if they are running properly.,,,,../../path/boilerplates/docker-compose/bind9/docker-compose.yaml,02a210534b4d1798051ea352506eaffecf7ec7385ffa8fa1b5db9e57a4fd7a08,3,MissingAttribute,services.bind9,3,,Healthcheck should be defined.,Healthcheck is not defined.
Healthcheck Not Set,698ed579-b239-4f8f-a388-baa4bcb13ef8,https://docs.docker.com/compose/compose-file/compose-file-v3/#healthcheck,MEDIUM,DockerCompose,,,Availability,449b7c5c,Check containers periodically to see if they are running properly.,,,,../../path/boilerplates/docker-compose/nextcloud/docker-compose.yaml,b879e2660b8a3605cb9ecd5fdd5434d4f9c652f4533972db4fc68ed153eb3bfc,19,MissingAttribute,services.nextcloud-db,19,,Healthcheck should be defined.,Healthcheck is not defined.
Healthcheck Not Set,698ed579-b239-4f8f-a388-baa4bcb13ef8,https://docs.docker.com/compose/compose-file/compose-file-v3/#healthcheck,MEDIUM,DockerCompose,,,Availability,449b7c5c,Check containers periodically to see if they are running properly.,,,,../../path/boilerplates/docker-compose/ansiblesemaphore/docker-compose.yaml,19fc8b70f415bbc66aa95ff947b7f7008f715eb1a2babef2819033753183e300,17,MissingAttribute,services.semaphore,17,,Healthcheck should be defined.,Healthcheck is not defined.
Healthcheck Not Set,698ed579-b239-4f8f-a388-baa4bcb13ef8,https://docs.docker.com/compose/compose-file/compose-file-v3/#healthcheck,MEDIUM,DockerCompose,,,Availability,449b7c5c,Check containers periodically to see if they are running properly.,,,,../../path/boilerplates/docker-compose/nginxproxymanager/docker-compose.yaml,1eae4d87677e6e30e9faef06ccfc1e87b99c5cecd561d952918201bbc1832457,7,MissingAttribute,services.nginxproxymanager,7,,Healthcheck should be defined.,Healthcheck is not defined.
Host Namespace is Shared,4f31dd9f-2cc3-4751-9b53-67e4af83dac0,https://docs.docker.com/compose/compose-file/compose-file-v3/#pid,MEDIUM,DockerCompose,,,Resource Management,39a43177,The hosts process namespace should not be shared by containers,,,,../../path/boilerplates/docker-compose/nodeexporter/docker-compose.yaml,eb10d412eb25ef89c12e9ab2495b22ab3685dff5fa6dbee0c165b8de8d6bd804,7,IncorrectValue,services.node_exporter.pid,7,,There shouldn't be pid mode declared as host,There is a pid mode declared as host
IAM Policies Attached To User,b4378389-a9aa-44ee-91e7-ef183f11079e,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/iam_policy_attachment,MEDIUM,Terraform,,AWS,Access Control,32ec58ec,IAM policies should be attached only to groups or roles,,,,../../path/terraform-up-and-running-code/code/terraform/05-tips-and-tricks/loops-and-if-statements/live/global/three-iam-users-unique-names/main.tf,a7cf75a9fa91e9626aba3b6c19427aec8f34519bd37b3c216a406e5c4a6e64da,65,RedundantAttribute,aws_iam_user_policy_attachment[{{neo_cloudwatch_read_only}}].user,-1,,'user' is redundant,'user' exists
IAM Policies Attached To User,b4378389-a9aa-44ee-91e7-ef183f11079e,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/iam_policy_attachment,MEDIUM,Terraform,,AWS,Access Control,32ec58ec,IAM policies should be attached only to groups or roles,,,,../../path/terraform-up-and-running-code/code/terraform/05-tips-and-tricks/loops-and-if-statements/live/global/three-iam-users-unique-names/main.tf,56b6967b7ce7f15a9cecdd48d3d04a13061a5ac696dce0d395e77b9e8007f9e4,58,RedundantAttribute,aws_iam_user_policy_attachment[{{neo_cloudwatch_full_access}}].user,-1,,'user' is redundant,'user' exists
Instance With No VPC,a31a5a29-718a-4ff4-8001-a69e5e4d029e,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance,MEDIUM,Terraform,,AWS,Insecure Configurations,225a9f30,EC2 Instances should be configured under a VPC network. AWS VPCs provide the controls to facilitate a formal process for approving and testing all network connections and changes to the firewall and router configurations.,,,,../../path/terraform-up-and-running-code/code/terraform/03-terraform-state/workspaces-example/one-instance/main.tf,bde0c3b7ef1b32a00ff3653542b49ff525bb78b734b452bf7d46f619c8aae724,29,MissingAttribute,aws_instance[example],29,,Attribute 'vpc_security_group_ids' should be defined and not null,Attribute 'vpc_security_group_ids' is undefined or null
Instance With No VPC,a31a5a29-718a-4ff4-8001-a69e5e4d029e,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance,MEDIUM,Terraform,,AWS,Insecure Configurations,225a9f30,EC2 Instances should be configured under a VPC network. AWS VPCs provide the controls to facilitate a formal process for approving and testing all network connections and changes to the firewall and router configurations.,,,,../../path/terraform-up-and-running-code/code/terraform/05-tips-and-tricks/loops-and-if-statements/live/stage/services/multiple-ec2-instances/main.tf,daf0db8b5f38317cd88c28b5e54a206d63945163bb62d922439c17735f02d918,22,MissingAttribute,aws_instance[example_2],22,,Attribute 'vpc_security_group_ids' should be defined and not null,Attribute 'vpc_security_group_ids' is undefined or null
Instance With No VPC,a31a5a29-718a-4ff4-8001-a69e5e4d029e,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance,MEDIUM,Terraform,,AWS,Insecure Configurations,225a9f30,EC2 Instances should be configured under a VPC network. AWS VPCs provide the controls to facilitate a formal process for approving and testing all network connections and changes to the firewall and router configurations.,,,,../../path/terraform-up-and-running-code/code/terraform/10-terraform-team/live/stage/services/conflict-anna/main.tf,71c2235e99714df0199bc1d6a95c5e8ce2af3cb2215f860012e585185d9630f0,16,MissingAttribute,aws_instance[foo],16,,Attribute 'vpc_security_group_ids' should be defined and not null,Attribute 'vpc_security_group_ids' is undefined or null
Instance With No VPC,a31a5a29-718a-4ff4-8001-a69e5e4d029e,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance,MEDIUM,Terraform,,AWS,Insecure Configurations,225a9f30,EC2 Instances should be configured under a VPC network. AWS VPCs provide the controls to facilitate a formal process for approving and testing all network connections and changes to the firewall and router configurations.,,,,../../path/terraform-up-and-running-code/code/terraform/10-terraform-team/live/stage/services/conflict-original/main.tf,c5d64aec64e4110021d5bdfb6542213cf8972bbd2b4ddf0476b5768b6e47e3dc,16,MissingAttribute,aws_instance[foo],16,,Attribute 'vpc_security_group_ids' should be defined and not null,Attribute 'vpc_security_group_ids' is undefined or null
Instance With No VPC,a31a5a29-718a-4ff4-8001-a69e5e4d029e,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance,MEDIUM,Terraform,,AWS,Insecure Configurations,225a9f30,EC2 Instances should be configured under a VPC network. AWS VPCs provide the controls to facilitate a formal process for approving and testing all network connections and changes to the firewall and router configurations.,,,,../../path/terraform-up-and-running-code/code/terraform/10-terraform-team/live/stage/services/conflict-bill/main.tf,a1208d7d02dbbaab700303c3cdef92f8fc4f67d3b70eb258d45be3b7f8d26793,16,MissingAttribute,aws_instance[foo],16,,Attribute 'vpc_security_group_ids' should be defined and not null,Attribute 'vpc_security_group_ids' is undefined or null
Instance With No VPC,a31a5a29-718a-4ff4-8001-a69e5e4d029e,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance,MEDIUM,Terraform,,AWS,Insecure Configurations,225a9f30,EC2 Instances should be configured under a VPC network. AWS VPCs provide the controls to facilitate a formal process for approving and testing all network connections and changes to the firewall and router configurations.,,,,../../path/terraform-up-and-running-code/code/terraform/05-tips-and-tricks/loops-and-if-statements/live/stage/services/multiple-ec2-instances/main.tf,edb7cf650e7a8917f245ffb0440b88299d47234084c60646418b7096c6802abe,16,MissingAttribute,aws_instance[example_1],16,,Attribute 'vpc_security_group_ids' should be defined and not null,Attribute 'vpc_security_group_ids' is undefined or null
Instance With No VPC,a31a5a29-718a-4ff4-8001-a69e5e4d029e,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance,MEDIUM,Terraform,,AWS,Insecure Configurations,225a9f30,EC2 Instances should be configured under a VPC network. AWS VPCs provide the controls to facilitate a formal process for approving and testing all network connections and changes to the firewall and router configurations.,,,,../../path/terraform-up-and-running-code/code/terraform/08-production-grade-infrastructure/more-than-terraform/local-exec-provisioner/main.tf,bd81984a2a111059e51f8282583a6fb69fd05623ea95ff39e12cd50b6a8c9fa9,16,MissingAttribute,aws_instance[example],16,,Attribute 'vpc_security_group_ids' should be defined and not null,Attribute 'vpc_security_group_ids' is undefined or null
Instance With No VPC,a31a5a29-718a-4ff4-8001-a69e5e4d029e,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance,MEDIUM,Terraform,,AWS,Insecure Configurations,225a9f30,EC2 Instances should be configured under a VPC network. AWS VPCs provide the controls to facilitate a formal process for approving and testing all network connections and changes to the firewall and router configurations.,,,,../../path/terraform-up-and-running-code/code/terraform/01-why-terraform/web-server/main.tf,dab64d142cca0ec1aeaa0951bbd524eae33fd9717fbe47644283192104e1f677,16,MissingAttribute,aws_instance[app],16,,Attribute 'vpc_security_group_ids' should be defined and not null,Attribute 'vpc_security_group_ids' is undefined or null
Instance With No VPC,a31a5a29-718a-4ff4-8001-a69e5e4d029e,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance,MEDIUM,Terraform,,AWS,Insecure Configurations,225a9f30,EC2 Instances should be configured under a VPC network. AWS VPCs provide the controls to facilitate a formal process for approving and testing all network connections and changes to the firewall and router configurations.,,,,../../path/terraform-up-and-running-code/code/terraform/09-testing-terraform-code/examples/opa/main.tf,48924e27bc4980ad54800e3f942f63f910a8f5df66aaf98a4dcdef6210a7b404,16,MissingAttribute,aws_instance[example],16,,Attribute 'vpc_security_group_ids' should be defined and not null,Attribute 'vpc_security_group_ids' is undefined or null
Instance With No VPC,a31a5a29-718a-4ff4-8001-a69e5e4d029e,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance,MEDIUM,Terraform,,AWS,Insecure Configurations,225a9f30,EC2 Instances should be configured under a VPC network. AWS VPCs provide the controls to facilitate a formal process for approving and testing all network connections and changes to the firewall and router configurations.,,,,../../path/terraform-up-and-running-code/code/terraform/02-intro-to-terraform-syntax/one-server/main.tf,1272f72ac019d36f29769fb8b29205d46e30e54ab4fa1cbe8c7a337992790ba1,16,MissingAttribute,aws_instance[example],16,,Attribute 'vpc_security_group_ids' should be defined and not null,Attribute 'vpc_security_group_ids' is undefined or null
Instance With No VPC,a31a5a29-718a-4ff4-8001-a69e5e4d029e,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance,MEDIUM,Terraform,,AWS,Insecure Configurations,225a9f30,EC2 Instances should be configured under a VPC network. AWS VPCs provide the controls to facilitate a formal process for approving and testing all network connections and changes to the firewall and router configurations.,,,,../../path/terraform-up-and-running-code/code/terraform/07-working-with-multiple-providers/examples/multi-region/main.tf,284fede23f977cbbaa588219ea2f26b084714b9cc59ab633ec81e2886ff8a1b6,30,MissingAttribute,aws_instance[region_1],30,,Attribute 'vpc_security_group_ids' should be defined and not null,Attribute 'vpc_security_group_ids' is undefined or null
Instance With No VPC,a31a5a29-718a-4ff4-8001-a69e5e4d029e,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance,MEDIUM,Terraform,,AWS,Insecure Configurations,225a9f30,EC2 Instances should be configured under a VPC network. AWS VPCs provide the controls to facilitate a formal process for approving and testing all network connections and changes to the firewall and router configurations.,,,,../../path/terraform-up-and-running-code/code/terraform/00-preface/hello-world/main.tf,6d82615e319eec856af576d4d3d824f4e5d797b427bae49d529db769bdd5cf3c,16,MissingAttribute,aws_instance[example],16,,Attribute 'vpc_security_group_ids' should be defined and not null,Attribute 'vpc_security_group_ids' is undefined or null
Instance With No VPC,a31a5a29-718a-4ff4-8001-a69e5e4d029e,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance,MEDIUM,Terraform,,AWS,Insecure Configurations,225a9f30,EC2 Instances should be configured under a VPC network. AWS VPCs provide the controls to facilitate a formal process for approving and testing all network connections and changes to the firewall and router configurations.,,,,../../path/terraform-up-and-running-code/code/terraform/06-managing-secrets-with-terraform/ec2-iam-role/main.tf,474801b26f391f119610a4b912bc34c6115c1e9b3fd4d0c25152a88fdea232a0,16,MissingAttribute,aws_instance[example],16,,Attribute 'vpc_security_group_ids' should be defined and not null,Attribute 'vpc_security_group_ids' is undefined or null
Instance With No VPC,a31a5a29-718a-4ff4-8001-a69e5e4d029e,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance,MEDIUM,Terraform,,AWS,Insecure Configurations,225a9f30,EC2 Instances should be configured under a VPC network. AWS VPCs provide the controls to facilitate a formal process for approving and testing all network connections and changes to the firewall and router configurations.,,,,../../path/terraform-up-and-running-code/code/terraform/07-working-with-multiple-providers/examples/multi-region/main.tf,b54ecf5ef4025fc0985781b7f6c154a49fe334f9130bbde65eed7fd02f1994df,37,MissingAttribute,aws_instance[region_2],37,,Attribute 'vpc_security_group_ids' should be defined and not null,Attribute 'vpc_security_group_ids' is undefined or null
Memory Limits Not Defined,b14d1bc4-a208-45db-92f0-e21f8e2588e9,https://kubernetes.io/docs/tasks/configure-pod-container/assign-memory-resource/,MEDIUM,Kubernetes,,,Resource Management,e0ba95cc,Memory limits should be defined for each container. This prevents potential resource exhaustion by ensuring that containers consume not more than the designated amount of memory,,,,../../path/boilerplates/kubernetes/templates/pv-and-pvc/civo-web.yml,430b1b1c807a53d70edfe942b3e65b2a2a4ba51e613dde3e3a4d1c39c8c3855e,16,MissingAttribute,metadata.name={{civo-web}}.spec.template.spec.containers.name={{civo-web}},-1,,metadata.name={{civo-web}}.spec.template.spec.containers.name={{civo-web}}.resources.limits.memory should be defined,metadata.name={{civo-web}}.spec.template.spec.containers.name={{civo-web}}.resources.limits.memory is undefined
Memory Limits Not Defined,b14d1bc4-a208-45db-92f0-e21f8e2588e9,https://kubernetes.io/docs/tasks/configure-pod-container/assign-memory-resource/,MEDIUM,Kubernetes,,,Resource Management,e0ba95cc,Memory limits should be defined for each container. This prevents potential resource exhaustion by ensuring that containers consume not more than the designated amount of memory,,,,../../path/boilerplates/kubernetes/templates/deployment.yaml,c02398ccb8b9da907473e068dee06b69621a89b1f984cd395a1627ebc8f77038,21,MissingAttribute,metadata.name={{appname}}.spec.template.spec.containers.name={{helloworld}},-1,,metadata.name={{appname}}.spec.template.spec.containers.name={{helloworld}}.resources.limits.memory should be defined,metadata.name={{appname}}.spec.template.spec.containers.name={{helloworld}}.resources.limits.memory is undefined
Memory Limits Not Defined,b14d1bc4-a208-45db-92f0-e21f8e2588e9,https://kubernetes.io/docs/tasks/configure-pod-container/assign-memory-resource/,MEDIUM,Kubernetes,,,Resource Management,e0ba95cc,Memory limits should be defined for each container. This prevents potential resource exhaustion by ensuring that containers consume not more than the designated amount of memory,,,,../../path/boilerplates/kubernetes/templates/cm-and-secrets/nginx-http-deploy.yml,53dabcc0d330a576f102de232c755c1b4e58664c0d9b83b830bb3e8c067ee25b,16,MissingAttribute,metadata.name={{nginx-http}}.spec.template.spec.containers.name={{nginx-http}},-1,,metadata.name={{nginx-http}}.spec.template.spec.containers.name={{nginx-http}}.resources.limits.memory should be defined,metadata.name={{nginx-http}}.spec.template.spec.containers.name={{nginx-http}}.resources.limits.memory is undefined
Memory Limits Not Defined,b14d1bc4-a208-45db-92f0-e21f8e2588e9,https://kubernetes.io/docs/tasks/configure-pod-container/assign-memory-resource/,MEDIUM,Kubernetes,,,Resource Management,e0ba95cc,Memory limits should be defined for each container. This prevents potential resource exhaustion by ensuring that containers consume not more than the designated amount of memory,,,,../../path/boilerplates/kubernetes/templates/cm-and-secrets/mysql-deploy.yml,e018fa67568faf8ec93ec20c84eec1dfe26a9fb639b71ff839a19805fcde2133,17,MissingAttribute,metadata.name={{mysql}}.spec.template.spec.containers.name={{mysql}},-1,,metadata.name={{mysql}}.spec.template.spec.containers.name={{mysql}}.resources.limits.memory should be defined,metadata.name={{mysql}}.spec.template.spec.containers.name={{mysql}}.resources.limits.memory is undefined
Memory Limits Not Defined,b14d1bc4-a208-45db-92f0-e21f8e2588e9,https://kubernetes.io/docs/tasks/configure-pod-container/assign-memory-resource/,MEDIUM,Kubernetes,,,Resource Management,e0ba95cc,Memory limits should be defined for each container. This prevents potential resource exhaustion by ensuring that containers consume not more than the designated amount of memory,,,,../../path/boilerplates/kubernetes/templates/pv-and-pvc/nfs-web.yml,a110ff4a5c4b62dca588ba2a8e1de43e4da065ccb85866e0c6b503c27f0a5776,16,MissingAttribute,metadata.name={{nfs-web}}.spec.template.spec.containers.name={{nfs-web}},-1,,metadata.name={{nfs-web}}.spec.template.spec.containers.name={{nfs-web}}.resources.limits.memory should be defined,metadata.name={{nfs-web}}.spec.template.spec.containers.name={{nfs-web}}.resources.limits.memory is undefined
Memory Limits Not Defined,b14d1bc4-a208-45db-92f0-e21f8e2588e9,https://kubernetes.io/docs/tasks/configure-pod-container/assign-memory-resource/,MEDIUM,Kubernetes,,,Resource Management,e0ba95cc,Memory limits should be defined for each container. This prevents potential resource exhaustion by ensuring that containers consume not more than the designated amount of memory,,,,../../path/boilerplates/kubernetes/templates/pv-and-pvc/local-web.yml,946cb9fd52cfea16faba778061198abe7da2b26a3391848005fdb8c7813a7dee,16,MissingAttribute,metadata.name={{local-web}}.spec.template.spec.containers.name={{local-web}},-1,,metadata.name={{local-web}}.spec.template.spec.containers.name={{local-web}}.resources.limits.memory should be defined,metadata.name={{local-web}}.spec.template.spec.containers.name={{local-web}}.resources.limits.memory is undefined
Memory Limits Not Defined,b14d1bc4-a208-45db-92f0-e21f8e2588e9,https://kubernetes.io/docs/tasks/configure-pod-container/assign-memory-resource/,MEDIUM,Kubernetes,,,Resource Management,e0ba95cc,Memory limits should be defined for each container. This prevents potential resource exhaustion by ensuring that containers consume not more than the designated amount of memory,,,,../../path/boilerplates/kubernetes/templates/cm-and-secrets/nginx-https-deploy.yml,c8a35af72ac0ecb6b88086bf34317d03539dfb9c17db3c805d668e08944e0cbe,16,MissingAttribute,metadata.name={{nginx-https}}.spec.template.spec.containers.name={{nginx-https}},-1,,metadata.name={{nginx-https}}.spec.template.spec.containers.name={{nginx-https}}.resources.limits.memory should be defined,metadata.name={{nginx-https}}.spec.template.spec.containers.name={{nginx-https}}.resources.limits.memory is undefined
Memory Limits Not Defined,b14d1bc4-a208-45db-92f0-e21f8e2588e9,https://kubernetes.io/docs/tasks/configure-pod-container/assign-memory-resource/,MEDIUM,Kubernetes,,,Resource Management,e0ba95cc,Memory limits should be defined for each container. This prevents potential resource exhaustion by ensuring that containers consume not more than the designated amount of memory,,,,../../path/boilerplates/kubernetes/nginx-http/nginx-http-deploy.yml,07c506ef25f3cce106170b7884fdfda9c76e2e911b1f0a0d8e7fc3b511fa12c8,16,MissingAttribute,metadata.name={{nginx-http}}.spec.template.spec.containers.name={{nginx-http}},-1,,metadata.name={{nginx-http}}.spec.template.spec.containers.name={{nginx-http}}.resources.limits.memory should be defined,metadata.name={{nginx-http}}.spec.template.spec.containers.name={{nginx-http}}.resources.limits.memory is undefined
Memory Limits Not Defined,fd097ed0-7fe6-4f58-8b71-fef9f0820a21,https://registry.terraform.io/providers/hashicorp/kubernetes/latest/docs/resources/pod#limits,MEDIUM,Terraform,,,Resource Management,c957affa,Memory limits should be defined for each container. This prevents potential resource exhaustion by ensuring that containers consume not more than the designated amount of memory,,,,../../path/boilerplates/terraform/templates/kubernetes-automation-example/nginx1.tf,0e2ddb60527eacbbd72b5500bc8d436073e1cecfcaca5239575ddf00d242d40d,50,MissingAttribute,kubernetes_deployment[nginx1].spec.template.spec.container,-1,,kubernetes_deployment[nginx1].spec.template.spec.container.resources should be set,kubernetes_deployment[nginx1].spec.template.spec.container.resources is undefined
Memory Limits Not Defined,fd097ed0-7fe6-4f58-8b71-fef9f0820a21,https://registry.terraform.io/providers/hashicorp/kubernetes/latest/docs/resources/pod#limits,MEDIUM,Terraform,,,Resource Management,c957affa,Memory limits should be defined for each container. This prevents potential resource exhaustion by ensuring that containers consume not more than the designated amount of memory,,,,../../path/terraform-up-and-running-code/code/terraform/07-working-with-multiple-providers/modules/services/k8s-app/main.tf,472e6d9be7cdfdfbdc920e8bfd91682572816f16c2d9020e805ececbc0a47367,33,MissingAttribute,kubernetes_deployment[app].spec.template.spec.container,-1,,kubernetes_deployment[app].spec.template.spec.container.resources should be set,kubernetes_deployment[app].spec.template.spec.container.resources is undefined
